carUrl,carModel,lot,yearMake,brand,price,runDate,description,views
https://www.gaaclassiccars.com//vehicles/39917/1979-lincoln-mark-v-cartier-edition,Mark V Cartier Edition,"
Lot #
FR0001
",1979,Lincoln,"
","
2024 April
","
400 CID V8 Engine
","
1,932
"
https://www.gaaclassiccars.com//vehicles/39956/2002-jeep-wrangler-sahara,Wrangler Sahara,"
Lot #
FR0002
",2002,Jeep,,"
2024 April
","
4x4
","
1,816
"
https://www.gaaclassiccars.com//vehicles/39996/1940-mercury-eight,Eight ,"
Lot #
FR0004
",1940,Mercury,,"
2024 April
","
Flathead V8 Engine
","
2,194
"
https://www.gaaclassiccars.com//vehicles/39780/1973-chevrolet-monte-carlo,Monte Carlo ,"
Lot #
FR0005
",1973,Chevrolet,,"
2024 April
","
Built Chevy 350 CID Engine
","
4,206
"
https://www.gaaclassiccars.com//vehicles/39742/1984-ford-f250-xlt,F250 XLT,"
Lot #
FR0006
",1984,Ford,,"
2024 April
","
5.8L Engine
","
2,619
"
https://www.gaaclassiccars.com//vehicles/39977/2005-volkswagen-phaeton,Phaeton ,"
Lot #
FR0007
",2005,Volkswagen,"
","
2024 April
","
85K Actual Miles
","
1,317
"
https://www.gaaclassiccars.com//vehicles/39876/1987-alfa-romeo-spider-graduate,Spider Graduate,"
Lot #
FR0008
",1987,Alfa Romeo,,"
2024 April
","
46K Actual Miles
","
1,268
"
https://www.gaaclassiccars.com//vehicles/39804/1995-mazda-miata,Miata ,"
Lot #
FR0009
",1995,Mazda,"
","
2024 April
","
347 CID Roller Engine
","
1,707
"
https://www.gaaclassiccars.com//vehicles/39994/1958-volkswagen-dune-buggy,Dune Buggy ,"
Lot #
FR0010
",1958,Volkswagen,"
","
2024 April
","
1192 cc 36 HP Engine
","
2,196
"
https://www.gaaclassiccars.com//vehicles/39811/1984-dodge-rampage,Rampage ,"
Lot #
FR0011
",1984,Dodge,,"
2024 April
","
4 Speed Manual Transmission
","
1,924
"
https://www.gaaclassiccars.com//vehicles/39851/1988-nissan-pickup,Pickup ,"
Lot #
FR0012
",1988,Nissan,"
","
2024 April
","
Matching Camper Top
","
1,296
"
https://www.gaaclassiccars.com//vehicles/39849/1985-chevrolet-silverado,Silverado ,"
Lot #
FR0013
",1985,Chevrolet,"
","
2024 April
","
383 Stroker Engine
","
1,559
"
https://www.gaaclassiccars.com//vehicles/39739/2006-chrysler-300-srt-8,300 SRT-8 ,"
Lot #
FR0014
",2006,Chrysler,,"
2024 April
","
6.1L HEMI Engine
","
1,900
"
https://www.gaaclassiccars.com//vehicles/39741/1978-datsun-280z,280Z ,"
Lot #
FR0015
",1978,Datsun,,"
2024 April
","
Same Owner Since 1994
","
2,277
"
https://www.gaaclassiccars.com//vehicles/39910/1983-pontiac-trans-am-pace-car,Trans Am Pace Car,"
Lot #
FR0016
",1983,Pontiac,,"
2024 April
",,"
1,256
"
https://www.gaaclassiccars.com//vehicles/39650/1987-chevrolet-caprice-brougham,Caprice Brougham,"
Lot #
FR0017
",1987,Chevrolet,,"
2024 April
","
New Vinyl Top
","
6,592
"
https://www.gaaclassiccars.com//vehicles/39655/1979-chevrolet-k10,K10 ,"
Lot #
FR0018
",1979,Chevrolet,,"
2024 April
","
350 CID Small Block Chevy Engine
","
3,238
"
https://www.gaaclassiccars.com//vehicles/40100/1963-dodge-polara-500,Polara 500,"
Lot #
FR0019
",1963,Dodge,,"
2024 April
","
Super Stock Tribute Car
","
1,771
"
https://www.gaaclassiccars.com//vehicles/39878/1964-ford-custom-300,Custom 300,"
Lot #
FR0020
",1964,Ford,"
","
2024 April
","
Built 302 CID V8 w/ FiTech Fuel Injection
","
1,645
"
https://www.gaaclassiccars.com//vehicles/39670/1955-ford-thunderbird,Thunderbird ,"
Lot #
FR0021
",1955,Ford,,"
2024 April
","
Professionally Restored
","
2,944
"
https://www.gaaclassiccars.com//vehicles/39870/2008-jaguar-xkr,XKR ,"
Lot #
FR0022
",2008,Jaguar,,"
2024 April
","
4.2L 420hp Supercharged V8 Engine
","
1,441
"
https://www.gaaclassiccars.com//vehicles/40111/1988-mazda-rx-7,RX-7 ,"
Lot #
FR0023
",1988,Mazda,,"
2024 April
","
74K Actual Miles
","
724
"
https://www.gaaclassiccars.com//vehicles/39979/1995-ford-f150,F150 ,"
Lot #
FR0024
",1995,Ford,"
","
2024 April
","
84K Miles
","
1,672
"
https://www.gaaclassiccars.com//vehicles/40004/1965-rambler-ambassador-990h,Ambassador 990H,"
Lot #
FR0025
",1965,Rambler,"
","
2024 April
","
47K Miles
","
1,558
"
https://www.gaaclassiccars.com//vehicles/39860/1984-chevrolet-silverado-c10,Silverado C10 ,"
Lot #
FR0026
",1984,Chevrolet,,"
2024 April
","
454 CID V8 Engine
","
1,601
"
https://www.gaaclassiccars.com//vehicles/39761/1998-ford-expedition,Expedition ,"
Lot #
FR0027
",1998,Ford,,"
2024 April
","
Eddie Bauer Trim Package
","
1,519
"
https://www.gaaclassiccars.com//vehicles/39659/1990-ford-mustang-7up-edition,Mustang 7UP Edition,"
Lot #
FR0028
",1990,Ford,,"
2024 April
","
Fully Documented
","
2,394
"
https://www.gaaclassiccars.com//vehicles/39759/1970-chevrolet-c10,C10 ,"
Lot #
FR0029
",1970,Chevrolet,"
","
2024 April
","
Short Bed Pickup
","
1,801
"
https://www.gaaclassiccars.com//vehicles/39638/1986-pontiac-fiero-gt,Fiero GT,"
Lot #
FR0030
",1986,Pontiac,"
","
2024 April
","
4K Actual Miles
","
9,463
"
https://www.gaaclassiccars.com//vehicles/39752/1982-chevrolet-c10-scottsdale,C10 Scottsdale,"
Lot #
FR0031
",1982,Chevrolet,"
","
2024 April
","
383 CID Stroker V8 Engine
","
5,132
"
https://www.gaaclassiccars.com//vehicles/39731/2010-jeep-wrangler-sport,Wrangler Sport,"
Lot #
FR0032
",2010,Jeep,,"
2024 April
","
36K Miles
","
1,379
"
https://www.gaaclassiccars.com//vehicles/39652/1956-ford-thunderbird,Thunderbird ,"
Lot #
FR0033
",1956,Ford,,"
2024 April
","
Convertible / Automatic Transmission
","
2,166
"
https://www.gaaclassiccars.com//vehicles/40074/1996-chevrolet-corvette-collector-edition,Corvette Collector Edition,"
Lot #
FR0034
",1996,Chevrolet,,"
2024 April
","
29K Actual Miles
","
1,119
"
https://www.gaaclassiccars.com//vehicles/39649/1991-chevrolet-k1500-silverado,K1500 Silverado,"
Lot #
FR0035
",1991,Chevrolet,"
","
2024 April
","
One Family Owned
","
2,660
"
https://www.gaaclassiccars.com//vehicles/39743/1997-chevrolet-c-k-1500,C/K 1500 ,"
Lot #
FR0036
",1997,Chevrolet,,"
2024 April
","
4.3L V6 Engine
","
2,654
"
https://www.gaaclassiccars.com//vehicles/40083/2004-jaguar-xkr,XKR ,"
Lot #
FR0037
",2004,Jaguar,,"
2024 April
","
4.2L 390hp Supercharged V8 Engine
","
1,024
"
https://www.gaaclassiccars.com//vehicles/39900/1998-jeep-wrangler-sport,Wrangler Sport,"
Lot #
FR0038
",1998,Jeep,,"
2024 April
","
4x4
","
1,256
"
https://www.gaaclassiccars.com//vehicles/39925/2009-mini-cooper-coupe,Cooper Coupe,"
Lot #
FR0039
",2009,Mini,,"
2024 April
","
One Owner
","
1,142
"
https://www.gaaclassiccars.com//vehicles/39899/2008-bmw-650i,650I ,"
Lot #
FR0040
",2008,BMW,,"
2024 April
","
4.8L 360hp V8 Engine
","
1,772
"
https://www.gaaclassiccars.com//vehicles/39898/2008-audi-s8,S8 ,"
Lot #
FR0041
",2008,Audi,,"
2024 April
","
USA Spec Audi S8 V10 Sedan
","
1,407
"
https://www.gaaclassiccars.com//vehicles/40033/1972-ford-f100,F100 ,"
Lot #
FR0042
",1972,Ford,,"
2024 April
","
Automatic Transmission
","
2,160
"
https://www.gaaclassiccars.com//vehicles/39665/1990-chevrolet-c-k-1500,C/K 1500 ,"
Lot #
FR0043
",1990,Chevrolet,,"
2024 April
","
Short Bed
","
5,682
"
https://www.gaaclassiccars.com//vehicles/39673/2003-mercedes-benz-sl55-amg,SL55 AMG,"
Lot #
FR0044
",2003,Mercedes Benz,,"
2024 April
","
5.5L Supercharged AMG Aluminum V8 Engine
","
2,032
"
https://www.gaaclassiccars.com//vehicles/39639/1994-jeep-wrangler,Wrangler ,"
Lot #
FR0045
",1994,Jeep,,"
2024 April
","
Restored
","
4,273
"
https://www.gaaclassiccars.com//vehicles/39736/1977-mercedes-benz-450slc,450SLC ,"
Lot #
FR0046
",1977,Mercedes Benz,,"
2024 April
","
Power Sunroof
","
1,620
"
https://www.gaaclassiccars.com//vehicles/39730/2011-jeep-wrangler-sport,Wrangler Sport,"
Lot #
FR0047
",2011,Jeep,,"
2024 April
","
Hardtop
","
1,340
"
https://www.gaaclassiccars.com//vehicles/39902/2002-chevrolet-silverado-2500-hd,Silverado 2500 HD,"
Lot #
FR0048
",2002,Chevrolet,,"
2024 April
","
6.6L Duramax Turbocharged Diesel V8 Engine
","
1,795
"
https://www.gaaclassiccars.com//vehicles/39905/1964-chevrolet-corvair-monza,Corvair Monza,"
Lot #
FR0049
",1964,Chevrolet,,"
2024 April
","
Restoration Completed in 2006
","
1,521
"
https://www.gaaclassiccars.com//vehicles/40114/1949-cadillac-series-62,Series 62 ,"
Lot #
FR0050
",1949,Cadillac,,"
2024 April
","
V8 331 with Complete Rebuild
","
956
"
https://www.gaaclassiccars.com//vehicles/39908/2007-jeep-wrangler,Wrangler ,"
Lot #
FR0051
",2007,Jeep,,"
2024 April
","
3.8L V6 Engine
","
1,189
"
https://www.gaaclassiccars.com//vehicles/39944/2008-hummer-h3,H3 ,"
Lot #
FR0051.1
",2008,Hummer,,"
2024 April
","
4WD
","
1,296
"
https://www.gaaclassiccars.com//vehicles/39945/1997-ford-ranger-xl,Ranger XL,"
Lot #
FR0051.2
",1997,Ford,,"
2024 April
","
4x4
","
2,155
"
https://www.gaaclassiccars.com//vehicles/39946/1997-ford-f150-xlt,F150 XLT,"
Lot #
FR0051.3
",1997,Ford,,"
2024 April
","
96K Actual Miles
","
1,450
"
https://www.gaaclassiccars.com//vehicles/39947/1991-ford-f150,F150 ,"
Lot #
FR0051.4
",1991,Ford,,"
2024 April
","
Regular Cab Short Bed
","
1,702
"
https://www.gaaclassiccars.com//vehicles/39948/1987-ford-bronco-ii,Bronco II,"
Lot #
FR0051.5
",1987,Ford,,"
2024 April
","
V6 2.9L Engine
","
1,724
"
https://www.gaaclassiccars.com//vehicles/39949/2003-ford-f150-xlt,F150 XLT,"
Lot #
FR0051.6
",2003,Ford,,"
2024 April
","
One Owner
","
1,673
"
https://www.gaaclassiccars.com//vehicles/39880/1952-dodge-coronet,Coronet ,"
Lot #
FR0052
",1952,Dodge,,"
2024 April
","
56K Actual Miles
","
1,392
"
https://www.gaaclassiccars.com//vehicles/40077/1962-chevrolet-impala,Impala ,"
Lot #
FR0053
",1962,Chevrolet,,"
2024 April
","
2 Door
","
1,393
"
https://www.gaaclassiccars.com//vehicles/39785/2012-chevrolet-corvette-z16-grand-sport,Corvette Z16 Grand Sport,"
Lot #
FR0054
",2012,Chevrolet,,"
2024 April
","
1 of 218 with 2LT Package
","
1,935
"
https://www.gaaclassiccars.com//vehicles/39770/1965-mercedes-benz-300se,300SE ,"
Lot #
FR0055
",1965,Mercedes Benz,"
","
2024 April
","
Convertible
","
3,732
"
https://www.gaaclassiccars.com//vehicles/39666/2002-chevrolet-camaro-z28,Camaro Z28,"
Lot #
FR0056
",2002,Chevrolet,"
","
2024 April
","
5.7L V8 Engine
","
1,603
"
https://www.gaaclassiccars.com//vehicles/39883/1976-cadillac-calais-st-moritz,Calais ST MORITZ,"
Lot #
FR0057
",1976,Cadillac,,"
2024 April
","
Former Phil Maloof Legendary Las Vegas Figure Car
","
1,392
"
https://www.gaaclassiccars.com//vehicles/39667/1961-oldsmobile-dynamic-88,Dynamic 88,"
Lot #
FR0058
",1961,Oldsmobile,"
","
2024 April
","
394 Rocket Engine
","
6,884
"
https://www.gaaclassiccars.com//vehicles/39768/2009-mercedes-benz-s600,S600 ,"
Lot #
FR0059
",2009,Mercedes Benz,,"
2024 April
","
Panoramic Moonroof
","
1,545
"
https://www.gaaclassiccars.com//vehicles/39764/1936-chevrolet-sedan,Sedan ,"
Lot #
FR0060
",1936,Chevrolet,,"
2024 April
","
Restored Car
","
1,642
"
https://www.gaaclassiccars.com//vehicles/39958/1969-plymouth-belvedere,Belvedere ,"
Lot #
FR0061
",1969,Plymouth,,"
2024 April
","
426 HEMI Engine
","
1,984
"
https://www.gaaclassiccars.com//vehicles/39985/1965-ford-mustang,Mustang ,"
Lot #
FR0062
",1965,Ford,"
","
2024 April
","
Factory Black on Black
","
1,613
"
https://www.gaaclassiccars.com//vehicles/39995/1940-ford-truck,Truck ,"
Lot #
FR0063
",1940,Ford,,"
2024 April
","
Professionally Built Resto Mod
","
2,441
"
https://www.gaaclassiccars.com//vehicles/39923/1951-ford-f1,F1 ,"
Lot #
FR0065
",1951,Ford,"
","
2024 April
","
Bench Seats
","
1,801
"
https://www.gaaclassiccars.com//vehicles/39662/1984-ford-mustang-gt-350,Mustang GT 350,"
Lot #
FR0066
",1984,Ford,,"
2024 April
","
20th Anniversary Convertible
","
2,189
"
https://www.gaaclassiccars.com//vehicles/39701/1973-chevrolet-super-cheyenne,Super Cheyenne ,"
Lot #
FR0067
",1973,Chevrolet,,"
2024 April
","
454 Big Block Engine
","
4,759
"
https://www.gaaclassiccars.com//vehicles/39906/2011-chevrolet-silverado-3500hd,Silverado 3500HD,"
Lot #
FR0068
",2011,Chevrolet,,"
2024 April
","
6.6L Duramax Turbo Diesel V8 Engine
","
1,214
"
https://www.gaaclassiccars.com//vehicles/39707/1951-ford-pickup,Pickup ,"
Lot #
FR0069
",1951,Ford,,"
2024 April
","
Full Nut and Bolt Restoration
","
2,920
"
https://www.gaaclassiccars.com//vehicles/40086/1993-buick-roadmaster,Roadmaster ,"
Lot #
FR0070
",1993,Buick,,"
2024 April
","
63K Actual Miles
","
922
"
https://www.gaaclassiccars.com//vehicles/40016/1989-ford-bronco-ii,Bronco II,"
Lot #
FR0071
",1989,Ford,,"
2024 April
","
Automatic Transmission
","
1,334
"
https://www.gaaclassiccars.com//vehicles/39658/1981-delorean-dmc-12,DMC-12 ,"
Lot #
FR0072
",1981,DeLorean,,"
2024 April
","
From a Long Term Ownership of 30 Years
","
5,568
"
https://www.gaaclassiccars.com//vehicles/39766/2000-chevrolet-corvette,Corvette ,"
Lot #
FR0073
",2000,Chevrolet,,"
2024 April
","
5K Actual Miles
","
1,846
"
https://www.gaaclassiccars.com//vehicles/39803/1961-mustang-motorcycle,Motorcycle ,"
Lot #
FR0073.1
",1961,Mustang,,"
2024 April
","
Charity Item
","
1,494
"
https://www.gaaclassiccars.com//vehicles/39711/1917-saxon-model-b5r,Model B5R ,"
Lot #
FR0074
",1917,Saxon,,"
2024 April
","
4 Cylinder Engine
","
1,693
"
https://www.gaaclassiccars.com//vehicles/39716/1925-hudson-super-six-speedster,Super Six Speedster,"
Lot #
FR0075
",1925,Hudson,,"
2024 April
","
Super Six Engine
","
2,086
"
https://www.gaaclassiccars.com//vehicles/39715/1916-ford-model-t,Model T ,"
Lot #
FR0076
",1916,Ford,,"
2024 April
","
New Top & Interior
","
1,665
"
https://www.gaaclassiccars.com//vehicles/39714/1928-lasalle-series-303,Series 303 ,"
Lot #
FR0077
",1928,LaSalle,,"
2024 April
","
5 Passenger Coupe
","
1,909
"
https://www.gaaclassiccars.com//vehicles/39713/1909-maxwell-bristol-runabout,Bristol Runabout,"
Lot #
FR0078
",1909,Maxwell,,"
2024 April
","
Older Restoration
","
1,771
"
https://www.gaaclassiccars.com//vehicles/39712/1911-rch-four,Four ,"
Lot #
FR0079
",1911,RCH,,"
2024 April
","
166ci L-Head 4 Cylinder Engine 22hp
","
1,396
"
https://www.gaaclassiccars.com//vehicles/39721/1924-hupmobile-series-r,Series R ,"
Lot #
FR0080
",1924,Hupmobile,,"
2024 April
","
Older Restoration
","
1,759
"
https://www.gaaclassiccars.com//vehicles/39720/1929-ford-model-a-phaeton,Model A Phaeton,"
Lot #
FR0081
",1929,Ford,,"
2024 April
","
Fully Restored
","
1,659
"
https://www.gaaclassiccars.com//vehicles/39710/1926-cadillac-series-314-limousine,Series 314 Limousine,"
Lot #
FR0082
",1926,Cadillac,,"
2024 April
","
Custom-Style Cadillac
","
1,685
"
https://www.gaaclassiccars.com//vehicles/39718/1964-rolls-royce-silver-cloud-iii,Silver Cloud III,"
Lot #
FR0083
",1964,Rolls Royce,,"
2024 April
","
6.2L Engine
","
2,674
"
https://www.gaaclassiccars.com//vehicles/39719/1928-packard-six,Six ,"
Lot #
FR0084
",1928,Packard,,"
2024 April
","
241 CID Six Cylinder Engine
","
1,939
"
https://www.gaaclassiccars.com//vehicles/39717/1925-buick-25s-sport-touring,25S Sport Touring,"
Lot #
FR0085
",1925,Buick,,"
2024 April
","
Standard Six Sport Touring
","
1,783
"
https://www.gaaclassiccars.com//vehicles/39709/1931-desoto-roadster,Roadster ,"
Lot #
FR0086
",1931,DeSoto,,"
2024 April
","
Straight 6 Flathead Engine
","
5,486
"
https://www.gaaclassiccars.com//vehicles/39708/1921-cadillac-type-59,Type 59 ,"
Lot #
FR0087
",1921,Cadillac,,"
2024 April
","
Four Passenger Victoria
","
2,436
"
https://www.gaaclassiccars.com//vehicles/39706/1926-cadillac-series-314,Series 314 ,"
Lot #
FR0088
",1926,Cadillac,,"
2024 April
","
Sports Coupe
","
1,640
"
https://www.gaaclassiccars.com//vehicles/39705/1932-cadillac-355-b-standard-sedan,355 B Standard Sedan,"
Lot #
FR0089
",1932,Cadillac,,"
2024 April
","
Rebuilt Engine and Electric Fuel Pump
","
2,685
"
https://www.gaaclassiccars.com//vehicles/39703/1924-cadillac-opera,Opera ,"
Lot #
FR0090
",1924,Cadillac,,"
2024 April
","
83 bhp 314.5 CID L-Head V8 Engine
","
1,706
"
https://www.gaaclassiccars.com//vehicles/40090/1969-volkswagen-1957-porsche-replica,1957 Porsche Replica ,"
Lot #
FR0091
",1969,Volkswagen,"
","
2024 April
","
Built by Vintage Speedster
","
938
"
https://www.gaaclassiccars.com//vehicles/39912/1970-lincoln-continental-mark-iii,Continental Mark III,"
Lot #
FR0092
",1970,Lincoln,,"
2024 April
","
Numbers Matching 460 CID 4V V8 Engine
","
1,824
"
https://www.gaaclassiccars.com//vehicles/39816/1974-plymouth-barracuda,Barracuda ,"
Lot #
FR0093
",1974,Plymouth,"
","
2024 April
","
Ground Up Restoration
","
1,648
"
https://www.gaaclassiccars.com//vehicles/40108/2002-chevrolet-corvette,Corvette ,"
Lot #
FR0094
",2002,Chevrolet,,"
2024 April
","
LS1 350hp Engine
","
1,023
"
https://www.gaaclassiccars.com//vehicles/39914/1971-chevrolet-el-camino,El Camino ,"
Lot #
FR0095
",1971,Chevrolet,"
","
2024 April
","
454 CID Engine
","
1,483
"
https://www.gaaclassiccars.com//vehicles/39778/1987-ford-mustang-gt,Mustang GT,"
Lot #
FR0096
",1987,Ford,,"
2024 April
","
Garage Kept
","
1,659
"
https://www.gaaclassiccars.com//vehicles/39998/1967-oldsmobile-442,442 ,"
Lot #
FR0097
",1967,Oldsmobile,"
","
2024 April
","
400 CID 350hp Engine
","
1,886
"
https://www.gaaclassiccars.com//vehicles/40003/1970-mercury-cougar-eliminator,Cougar Eliminator,"
Lot #
FR0098
",1970,Mercury,,"
2024 April
","
A 1 of 1 Build
","
2,701
"
https://www.gaaclassiccars.com//vehicles/39826/2003-chevrolet-avalanche,Avalanche ,"
Lot #
FR0099
",2003,Chevrolet,,"
2024 April
","
4x4 / 78K Actual Miles
","
805
"
https://www.gaaclassiccars.com//vehicles/39829/1965-ford-mustang-gt,Mustang GT,"
Lot #
FR0100
",1965,Ford,,"
2024 April
","
Factory GT
","
1,272
"
https://www.gaaclassiccars.com//vehicles/40006/1957-ford-thunderbird,Thunderbird ,"
Lot #
FR0101
",1957,Ford,"
","
2024 April
","
E-Code Car
","
1,410
"
https://www.gaaclassiccars.com//vehicles/40002/1971-chevrolet-nova-ss-clone,Nova SS Clone,"
Lot #
FR0102
",1971,Chevrolet,"
","
2024 April
","
4 Speed Transmission
","
1,154
"
https://www.gaaclassiccars.com//vehicles/40085/1956-pontiac-star-chief-catalina,Star Chief Catalina,"
Lot #
FR0103
",1956,Pontiac,"
","
2024 April
","
Fully Restored
","
879
"
https://www.gaaclassiccars.com//vehicles/40069/2004-chevrolet-ssr,SSR ,"
Lot #
FR0104
",2004,Chevrolet,,"
2024 April
","
2,400 Actual Miles
","
699
"
https://www.gaaclassiccars.com//vehicles/40005/1968-chevrolet-c10,C10 ,"
Lot #
FR0105
",1968,Chevrolet,"
","
2024 April
","
350 CID Small Block Engine
","
1,284
"
https://www.gaaclassiccars.com//vehicles/40027/1967-mercedes-benz-230sl,230SL ,"
Lot #
FR0106
",1967,Mercedes Benz,"
","
2024 April
","
Factory A/C
","
998
"
https://www.gaaclassiccars.com//vehicles/40000/1988-mercedes-benz-560sl,560SL ,"
Lot #
FR0107
",1988,Mercedes Benz,"
","
2024 April
","
41K Actual Miles
","
915
"
https://www.gaaclassiccars.com//vehicles/39940/1965-ford-mustang,Mustang ,"
Lot #
FR0108
",1965,Ford,,"
2024 April
","
Fresh Restoration
","
1,187
"
https://www.gaaclassiccars.com//vehicles/39962/1967-chevrolet-corvette,Corvette ,"
Lot #
FR0109
",1967,Chevrolet,,"
2024 April
","
427 CID Big Block Engine
","
1,488
"
https://www.gaaclassiccars.com//vehicles/39950/1978-ford-bronco-free-wheeling,Bronco Free Wheeling,"
Lot #
FR0110
",1978,Ford,,"
2024 April
","
Full Restored
","
1,403
"
https://www.gaaclassiccars.com//vehicles/39966/2008-chevrolet-corvette-indy-pace-car,Corvette Indy Pace Car,"
Lot #
FR0111
",2008,Chevrolet,"
","
2024 April
","
#146 of 234 Coupes Produced
","
747
"
https://www.gaaclassiccars.com//vehicles/39981/2021-chevrolet-silverado-3500-hd-high-country,Silverado 3500 HD High Country,"
Lot #
FR0112
",2021,Chevrolet,"
","
2024 April
","
5,700 Actual Miles
","
2,009
"
https://www.gaaclassiccars.com//vehicles/39769/1987-chevrolet-r-v10,R/V10 ,"
Lot #
FR0113
",1987,Chevrolet,,"
2024 April
","
Frame Off Restoration
","
1,673
"
https://www.gaaclassiccars.com//vehicles/40089/1989-chevrolet-k5-blazer,K5 Blazer ,"
Lot #
FR0113.1
",1989,Chevrolet,,"
2024 April
","
Restored / 4x4
","
1,286
"
https://www.gaaclassiccars.com//vehicles/39988/1965-pontiac-gto,GTO ,"
Lot #
FR0114
",1965,Pontiac,"
","
2024 April
","
389 CID 360hp Engine
","
1,829
"
https://www.gaaclassiccars.com//vehicles/39989/1965-chevrolet-chevelle-ss,Chevelle SS,"
Lot #
FR0115
",1965,Chevrolet,"
","
2024 April
","
327 CID Engine
","
1,858
"
https://www.gaaclassiccars.com//vehicles/39990/1972-chevrolet-corvette,Corvette ,"
Lot #
FR0116
",1972,Chevrolet,"
","
2024 April
","
350 CID 255hp Engine
","
1,597
"
https://www.gaaclassiccars.com//vehicles/39986/1967-pontiac-firebird,Firebird ,"
Lot #
FR0117
",1967,Pontiac,,"
2024 April
","
Performance Engine
","
1,712
"
https://www.gaaclassiccars.com//vehicles/39911/1970-ford-mustang-boss-302,Mustang Boss 302,"
Lot #
FR0118
",1970,Ford,,"
2024 April
","
Numbers Matching 290 HP Boss 302 CID V8 Engine
","
2,400
"
https://www.gaaclassiccars.com//vehicles/39984/1966-ford-mustang,Mustang ,"
Lot #
FR0119
",1966,Ford,,"
2024 April
","
Built 289 CID Engine
","
1,329
"
https://www.gaaclassiccars.com//vehicles/39781/2020-ford-mustang-gt,Mustang GT,"
Lot #
FR0120
",2020,Ford,"
","
2024 April
","
Roush Stage 3
","
1,356
"
https://www.gaaclassiccars.com//vehicles/39751/1968-pontiac-gto,GTO ,"
Lot #
FR0121
",1968,Pontiac,"
","
2024 April
","
Real 242 GTO
","
2,213
"
